rally_uid,actionId,pointId,serverGetPoint
15547,12,9,0.5141728713807276
15551,1,7,0.5532748106167885
15554,1,7,0.5177071583780233
15558,12,5,0.4574730864071523
15561,12,7,0.5321218141081292
15563,10,5,0.4869979564413328
15566,12,4,0.4693394198956045
15569,1,7,0.4466972175472979
15573,12,5,0.5723473962009721
15576,1,5,0.3524031209266391
15579,1,8,0.5707574750829258
15583,12,4,0.4723889021782514
15585,10,9,0.4993856123931774
15588,1,8,0.4294947989252366
15592,12,5,0.5557056845176241
15596,1,8,0.5417883443486098
15599,0,0,0.5810314840343073
15602,10,9,0.5347556559829708
15603,1,8,0.642763875227451
15607,12,4,0.6489396188236854
15610,1,5,0.6100526088072525
15613,12,0,0.6576171167767351
15616,1,5,0.4701281397617526
15619,12,0,0.4952084694440588
15622,12,7,0.3938526699104448
15626,1,9,0.492831319772374
15629,0,0,0.5560085214410027
15632,1,7,0.5415631766512162
15635,13,8,0.5158570766552417
15639,1,6,0.5139328742791107
15641,12,0,0.6846468411555008
15645,1,7,0.5338953881961147
15649,10,6,0.5224809078485756
15652,11,5,0.5682583139790484
15655,1,6,0.5037978389145628
15659,12,0,0.4056123914730676
15660,12,0,0.3689434312916675
15664,12,5,0.4129499539242035
15668,10,5,0.4728420650045849
15672,10,5,0.4732028128135435
15675,10,9,0.6040105422222518
15678,12,0,0.3236549361231411
15681,1,9,0.6519153497464342
15684,12,0,0.6009742594857884
15688,1,8,0.3708116223079807
15691,12,9,0.6540264080573688
15694,11,2,0.4703933462236198
15695,10,9,0.5392304108188469
15704,5,7,0.5042436427375945
15707,1,7,0.4511960294455198
15710,4,9,0.5092056169178563
15713,5,7,0.4862314708384208
15720,1,9,0.584803893640831
15723,1,7,0.5624503905871876
15727,5,9,0.6687479133177965
15731,10,5,0.5820149206862911
15732,13,8,0.6321120433558215
15735,5,7,0.4880081158383342
15739,5,9,0.5014471098722526
15742,13,7,0.3658484831182471
15746,13,9,0.4369649644411839
15748,13,0,0.3649536088121953
15751,7,8,0.6061274321141122
15754,1,8,0.514133063176873
15757,1,5,0.4069202929641926
15761,1,9,0.5351545827199167
15765,7,8,0.5451659750219855
15769,2,8,0.4512846092997983
15773,10,4,0.5253337646272981
15777,1,7,0.4306089841336866
15780,7,1,0.5372470792873622
15783,1,8,0.347011760942676
15786,0,0,0.5612219688441538
15789,2,8,0.4483486432620652
15793,1,8,0.5921671493331304
15796,7,8,0.4555073931816498
15799,1,7,0.3002902180675144
15802,10,9,0.4073504477591735
15805,1,9,0.3850708774957408
15809,1,8,0.5048739414884633
15812,7,9,0.5334420929187536
15815,1,8,0.5693154981673471
15818,1,9,0.5511667193084638
15822,1,8,0.55121091751764
15826,1,5,0.5547318397325365
15829,10,9,0.3932927092573204
15832,7,5,0.5083131232821834
15836,1,9,0.4667891661905861
15839,7,9,0.543473012527346
15841,1,8,0.6057887472265315
15844,14,0,0.622843829246872
15847,4,5,0.4379604720203765
15850,5,0,0.7434203175079045
15853,5,8,0.5113862841085258
15857,1,0,0.5158388163121517
15862,4,5,0.4930925130230285
15865,0,0,0.6557162430026648
15869,1,8,0.4495422860559817
15872,1,5,0.6082136878771842
15875,11,9,0.6138753499671423
15879,5,0,0.6733500271715539
15882,13,0,0.5761880038924853
15885,5,0,0.3646986659399393
15889,5,8,0.5660746121003417
15893,4,5,0.4624387930652059
15897,5,0,0.5372669104662707
15901,1,8,0.5635791196590645
15905,4,9,0.5445628316889818
15907,5,0,0.5028887775811963
15910,1,8,0.5029562155778595
15914,5,8,0.522289553398731
15917,4,5,0.5037957621188027
15920,1,7,0.4685186142024506
15923,5,8,0.4897604321327071
15927,13,0,0.5357235950679151
15930,13,8,0.4193485292400129
15933,4,9,0.4126367790116715
15937,4,5,0.5533630949038953
15940,5,8,0.4754343606163436
15942,5,7,0.4226517222606586
15945,1,9,0.4941203290093133
15948,1,0,0.5449926012286274
15951,2,7,0.3465179027608056
15954,1,5,0.4824834088959816
15957,1,7,0.5787584064039483
15961,9,4,0.5908643587043569
15964,9,9,0.4170554556162894
15967,8,7,0.6210206659727695
15970,9,0,0.6525993681052473
15973,13,7,0.4858304623373138
15977,9,0,0.3338542668671864
15981,10,6,0.6445770869349141
15985,1,9,0.6223702990910038
15988,5,8,0.4052459132081722
15992,1,7,0.4446541721486048
15995,9,9,0.5637825993896374
15999,1,7,0.42567876216175
16003,10,9,0.5340550609345404
16006,1,7,0.4967984802414991
16010,9,0,0.4962893395091785
16014,10,6,0.5545719463710825
16017,4,8,0.4865053020882924
16020,13,0,0.5196014170757006
16023,1,9,0.6557318173858544
16027,1,8,0.5831840204752279
16030,1,7,0.4569017114473883
16032,1,9,0.6554234589478158
16035,13,8,0.3658892323895045
16039,13,0,0.5050631574034947
16042,1,0,0.3740842381751233
16046,4,8,0.5697673572767702
16049,1,9,0.6355649695903293
16052,6,8,0.5064801636621937
16056,1,0,0.6484168001500736
16060,4,9,0.6338978359353192
16063,4,8,0.5050172569599178
16064,1,5,0.3586558247214411
16068,6,0,0.487277395759328
16071,1,0,0.6278011639213765
16075,1,0,0.6453490478572108
16078,4,5,0.6577715950145628
16081,4,8,0.6066784595095585
16085,6,8,0.4931911012020419
16088,4,5,0.6020492550699011
16091,1,0,0.5328994367197148
16094,2,0,0.5537528487370065
16098,13,0,0.4618867117049284
16102,4,0,0.5202639401653687
16105,6,8,0.5741450679101656
16106,6,8,0.5071245865777791
16109,1,0,0.5322054610774374
16113,4,5,0.4931627573008814
16117,2,0,0.4960573593147405
16121,2,0,0.593143493968051
16124,4,5,0.5370226753607021
16127,1,7,0.5853926280423736
16131,13,0,0.5378109685540235
16135,1,0,0.5636190652048245
16138,4,5,0.5234592631556058
16141,1,8,0.5254279529584175
16144,13,0,0.6502191955292548
16147,7,8,0.4903774160355393
16151,2,5,0.4938312973784017
16154,2,9,0.5280188898002125
16158,6,8,0.5311486544491334
16162,13,8,0.4565201809902672
16165,2,0,0.5162555597272576
16168,13,9,0.6137470787777477
16170,4,8,0.602474596241653
16173,11,2,0.5860613330564425
16176,13,0,0.6978406708763442
16183,11,5,0.5435850278114611
16187,11,2,0.5357805286481752
16189,11,9,0.6967665807613092
16192,4,5,0.4575797532235054
16196,13,8,0.623766492225716
16200,13,0,0.5579186840012481
16203,1,8,0.5293738913082348
16205,7,9,0.4754145229341871
16208,4,9,0.5189349004294554
16211,5,0,0.5442244934825103
16214,11,2,0.5305061862288541
16218,1,5,0.4243184189845503
16222,11,2,0.4954770540734122
16223,7,9,0.5822463587502121
16226,10,9,0.4675018273694635
16229,10,9,0.4501701075565492
16232,5,9,0.5123858376190317
16236,11,5,0.5251753797174838
16239,13,7,0.5137519809649868
16242,5,9,0.5958027593009548
16246,1,7,0.5125778297121999
16249,10,9,0.5756250345326305
16252,6,9,0.5922021911598251
16256,7,0,0.5235618596016719
16259,10,9,0.4224103199224132
16262,10,9,0.529756632383786
16266,10,9,0.5434539727741885
16269,11,5,0.4650835285481399
16273,6,9,0.495034723777294
16276,13,0,0.4194756346260629
16279,1,7,0.4084787445481478
16283,6,9,0.6749858994764751
16287,4,9,0.539329122525652
16288,1,9,0.6776888200622042
16291,5,9,0.4191657124553002
16294,13,7,0.586273789085257
16297,4,9,0.4921426194194942
16300,5,0,0.4752283880949392
16304,10,9,0.523481026746015
16307,5,9,0.463528980318566
16311,13,0,0.5037679984023684
16314,1,9,0.5364909285985402
16318,5,7,0.4857980393584803
16322,5,7,0.4270295482891478
16326,13,0,0.3994010050467935
16327,10,5,0.552327529933957
16330,5,0,0.5026187192025464
16333,11,5,0.5275200516858978
16337,11,5,0.5752169901727936
16340,1,9,0.4763590982668971
16344,5,0,0.5042321762494608
16347,10,9,0.5258631632574011
16350,5,9,0.5830896577016443
16354,4,9,0.5357330292292242
16358,1,9,0.5280924840538646
16362,6,9,0.4708583709248407
16366,10,7,0.472748305927903
16369,6,9,0.4617182184921651
16371,6,9,0.3948379753511966
16374,10,5,0.5693906740269479
16378,1,9,0.5837526446434548
16381,1,9,0.4455120815148954
16385,5,9,0.5364385709107523
16388,6,9,0.4946214678112348
16391,13,0,0.5657351522739942
16395,10,5,0.4982132584878572
16399,1,5,0.5064286946002352
16401,1,9,0.6434386650425742
16405,5,0,0.5406112581293325
16409,10,4,0.6235831179487956
16412,7,9,0.5240274824051121
16420,10,9,0.4715845945505695
16424,1,8,0.5979997732435396
16428,10,9,0.5839154368328994
16432,5,9,0.5242820573352942
16436,6,9,0.4177124924426877
16439,1,7,0.5101638108394013
16440,7,9,0.6322280207359467
16444,5,0,0.636449121346675
16448,5,9,0.508842017382567
16451,1,9,0.6174730505963366
16455,1,8,0.4585537750993398
16459,1,9,0.5710802325819141
16460,11,2,0.4455286040596097
16464,1,9,0.4725175905042535
16468,13,0,0.3833933559824999
16471,13,0,0.6218448659254029
16475,13,0,0.635998580740554
16476,5,0,0.7503942666584728
16480,4,9,0.5694567716770375
16484,4,9,0.5586499733969634
16488,0,0,0.6163823075010044
16491,13,0,0.5714722271070124
16498,1,0,0.5096928796134292
16501,6,0,0.6089783249131321
16505,4,9,0.4572496036932007
16509,1,0,0.61894020729696
16512,13,0,0.5760090730932863
16513,1,0,0.5955896798242902
16517,1,9,0.6470751672751925
16520,11,9,0.4225750079941555
16523,4,9,0.5345029928495996
16526,13,0,0.6628305847498799
16528,6,0,0.2760018247786096
16531,13,0,0.6620937146718177
16534,13,0,0.4949943089791608
16538,6,0,0.5171449887034649
16541,1,9,0.5175334089450128
16545,1,9,0.4365295815294944
16549,1,9,0.498149978456156
16552,6,8,0.4660111711670183
16556,11,2,0.505008312467582
16560,6,0,0.361967028191811
16564,0,0,0.5373473755215167
16565,13,0,0.5365290247539587
16568,6,0,0.4913754722892858
16571,11,2,0.4209300454935623
16574,0,0,0.6646838743308602
16578,4,9,0.5085435616566742
16581,6,9,0.4600452296025739
16584,13,0,0.5174086422624256
16588,1,9,0.5396435326335012
16591,11,2,0.5790094136696844
16594,6,0,0.3804290100692469
16597,6,8,0.5444845827883595
16601,2,0,0.6827597030159456
16604,11,2,0.6531281355319605
16608,11,2,0.5238037995350628
16612,4,9,0.541526019851587
16619,6,8,0.4628893202572159
16623,4,1,0.571242924158965
16626,6,0,0.4164805195474667
16630,6,0,0.4469675539568679
16634,13,0,0.4234069649636244
16638,4,8,0.4884223138679356
16639,13,0,0.6173857595285563
16643,11,2,0.4529734929227472
16647,2,0,0.3982934729111356
16650,13,0,0.606839542354346
16654,4,1,0.417151282395908
16658,4,9,0.562597767260452
16659,2,9,0.4655283993764817
16663,4,1,0.6774092725500985
16666,11,5,0.4208749882479013
16670,2,0,0.4223393207770228
16674,11,2,0.4835349044242924
16678,5,9,0.5280231323068327
16681,2,0,0.5389991890184503
16684,13,0,0.4878330330082265
16687,11,2,0.4074920014278121
16690,1,9,0.5190470203488056
16694,6,9,0.5544963505183822
16696,6,9,0.5163517371554365
16699,5,0,0.4248168077507487
16702,1,9,0.5636440327368901
16706,4,9,0.5590494121620332
16710,4,9,0.5632287807272731
16713,3,9,0.6193636446620188
16717,5,9,0.6328989731759954
16721,5,9,0.5997845240811799
16724,5,0,0.4744280301395975
16727,2,0,0.6097021886150542
16731,5,0,0.5355657544071302
16735,1,7,0.4689460953575742
16738,4,9,0.5387288908426782
16742,14,9,0.5731531144738617
16746,5,9,0.4975184392134752
16747,6,0,0.4370671307956846
16751,1,9,0.5016463013850407
16755,11,1,0.4418774796113314
16759,1,9,0.5261606865565005
16763,4,9,0.598649600385183
16766,5,9,0.558687345934093
16767,1,9,0.5271232457482756
16770,11,4,0.5265993913290319
16774,13,0,0.490423871605262
16778,5,8,0.6502438047770733
16782,5,8,0.4113492835850333
16785,13,0,0.5391550875325175
16789,6,8,0.4793840885221566
16793,5,9,0.4541510511672789
16795,5,8,0.3203919796599071
16798,5,9,0.545564229542669
16802,13,0,0.5306256108825274
16805,5,9,0.4810162244987259
16808,5,0,0.457905602959939
16811,7,8,0.5559099898598954
16814,10,9,0.5501738343276822
16817,13,0,0.5606209397157886
16821,1,7,0.4637429286139736
16824,1,8,0.5182017624776729
16828,10,6,0.5315282134858078
16831,11,2,0.67612346443061
16834,11,5,0.48485576708591
16838,0,0,0.3478098999293734
16842,11,5,0.4603348321453059
16844,2,9,0.5164564011128423
16847,11,5,0.6629096103057353
16851,11,5,0.5677271252254221
16855,11,5,0.5213188076170768
16859,5,0,0.640196838379518
16862,5,0,0.6811013337611639
16866,13,0,0.4637080974070683
16870,5,9,0.3985612303622882
16874,11,5,0.693064156638631
16877,4,9,0.5724114737796716
16881,0,0,0.4225395992619664
16885,7,9,0.5365141477555605
16889,1,9,0.5824280911700586
16892,13,8,0.7008198532833704
16895,1,9,0.6510707682923769
16898,3,9,0.5041041097960699
16900,1,9,0.5438527567949759
16903,7,8,0.6277493798538792
16906,1,9,0.6511158055200341
16909,13,0,0.2632584044907751
16912,7,9,0.5217026659833923
16917,6,9,0.5131744661140574
16921,7,9,0.7178042458100586
16924,13,9,0.493864262774616
16927,4,9,0.5132678115456744
16931,6,9,0.4310956655183984
16935,6,9,0.7006833759587353
16939,1,9,0.5000585776552723
16942,1,9,0.6062127596063739
16945,1,9,0.4811325452909582
16948,13,0,0.4188115258130804
16952,1,9,0.6619463661865603
16955,7,9,0.4101220498423566
16958,10,9,0.4367752448672575
16962,11,2,0.5872540281989507
16966,10,9,0.4870838443983994
16968,6,8,0.6311091510969034
16971,13,0,0.3742625708604561
16974,6,8,0.6334192539406938
16977,1,9,0.7451135173367018
16980,1,8,0.5631976840590676
16984,0,0,0.6338220961861468
16988,6,0,0.7020176130192293
16992,10,2,0.7300583938901574
16996,1,8,0.5675836682770633
16997,6,8,0.6491103723200765
17000,6,8,0.3662590020774748
17004,5,0,0.4060569979770501
17007,6,9,0.4122081202781911
17011,4,8,0.4564333960192414
17015,6,9,0.3953765807062208
17018,13,0,0.4043173058006015
17022,1,8,0.6288720836913929
17026,6,8,0.5232845498544836
17029,6,0,0.5076379475672153
17032,6,0,0.5079446570964126
17036,2,8,0.2692583180723956
17039,1,8,0.5742982202832855
17043,13,0,0.5294404752432185
17046,0,0,0.6009294603229004
17050,11,8,0.5231976105739314
17054,1,7,0.4453579085003163
17058,7,8,0.4559647712344452
17062,2,8,0.4942677764717285
17065,1,8,0.4830972186288632
17068,11,2,0.4579431642314636
17072,6,8,0.4398208902457464
17076,7,5,0.5751149469752159
17079,7,2,0.4894992326657832
17083,5,7,0.4831579251652902
17087,0,0,0.5458381098291132
17088,1,7,0.3487447769098872
17091,11,2,0.5505751543960086
17095,1,7,0.5164046486352241
17099,1,7,0.6543080319513499
17102,1,7,0.5122510769607075
17106,1,9,0.6837286186228376
17109,10,5,0.4349015588647039
17113,1,8,0.4229929731526283
17117,1,8,0.4854903637953076
17119,10,4,0.4560659370192749
17123,9,7,0.3998163878296003
17127,5,0,0.6564710913189767
17133,6,0,0.5862258973795333
17136,8,6,0.4755955615647188
17138,6,0,0.5635469677431244
17142,0,0,0.3921680355589038
17146,8,5,0.507930654529523
17149,3,7,0.4512342229939661
17157,5,0,0.5655540959451416
17161,6,6,0.4951188885580075
17164,8,6,0.5089057242666009
17171,6,0,0.3994139134708432
17174,10,6,0.4642626721032505
17178,9,6,0.5028878907047813
17181,8,7,0.4894744679842012
17183,10,6,0.5289062777309337
17187,9,5,0.4637249925972538
17191,1,9,0.434310181205731
17199,10,4,0.4719275211064875
17202,10,5,0.5122886221652276
17206,8,7,0.3929891377868675
17210,1,7,0.6082094998109582
17214,9,0,0.3329004003995864
17218,9,7,0.4058691143387391
17221,1,7,0.5458014213949316
17224,10,5,0.6020436745816776
17227,0,0,0.6118326153090853
17230,5,0,0.6718431101455217
17234,7,9,0.5349677783498494
17237,5,0,0.5143343445009168
17240,1,7,0.5087712348905125
17241,10,1,0.5690372628144353
17244,9,9,0.5129328168817658
17248,10,5,0.5166287484264942
17252,1,8,0.4478999658775761
17256,1,8,0.4979449882623855
17259,1,9,0.489232800023154
17260,10,5,0.4780228642978679
17264,1,9,0.4867165571142284
17267,1,9,0.4500673561390253
17271,0,0,0.6179704303647221
17274,5,7,0.5266945988882106
17278,1,8,0.4888499255196762
17281,5,7,0.4148357443604856
17284,1,9,0.5286953616216027
17288,10,9,0.5889569807979614
17291,14,0,0.642468438340994
17298,13,0,0.652743593182282
17305,1,9,0.5919749828676766
17306,12,7,0.6666207516943028
17317,12,7,0.4899323731356716
17321,1,7,0.5679217774157196
17325,1,9,0.5600888364937979
17332,12,7,0.6061519266683408
17335,1,9,0.4232386873046693
17339,12,0,0.6602703340956938
17343,12,7,0.4777407274647287
17345,1,9,0.4909261741664407
17348,13,0,0.6583950515961942
17356,1,0,0.6573331603165214
17359,1,9,0.5584880269022625
17360,12,7,0.335712228040056
17363,12,7,0.5395639337246032
17373,13,0,0.558905539054609
17376,1,9,0.523823389628828
17379,13,0,0.4867995449476445
17383,10,4,0.475479397315218
17386,4,9,0.5641850926208708
17390,13,0,0.2922632663265581
17394,4,9,0.5300064681662519
17398,6,7,0.5203477942820243
17402,6,9,0.4055090645414261
17406,1,7,0.4872864752750894
17407,6,7,0.6217007814573009
17410,1,5,0.5795154967739146
17413,1,9,0.3901444156838956
17416,1,7,0.5703612183040568
17419,2,9,0.413380705840664
17423,2,0,0.4847458405825633
17426,6,7,0.3028070288755096
17429,13,0,0.2932278057057399
17432,1,9,0.6049333370135005
17435,7,4,0.5635389131895897
17438,11,9,0.5596634894802073
17441,4,9,0.542124209654887
17444,6,8,0.5461151048957614
17448,4,5,0.617090778843887
17452,1,7,0.4992995319176728
17456,11,5,0.4390587971926151
17460,4,5,0.5654631067112048
17463,1,9,0.6006318489917459
17466,1,9,0.4527636962612231
17470,6,8,0.5266371382216137
17474,13,0,0.514541647558318
17478,2,0,0.4085306228987148
17483,11,2,0.6068518192194398
17487,1,9,0.643661634020541
17490,1,5,0.5131210856289792
17496,6,9,0.3508888785689995
17499,13,9,0.5664599276573428
17502,5,0,0.5489513297490354
17506,10,9,0.491551153795099
17509,6,9,0.4024691423289953
17512,10,5,0.4894361224021318
17515,1,9,0.4774204368780844
17518,5,9,0.3713517119295458
17522,6,9,0.4423592248948179
17526,13,9,0.4993404163472176
17530,3,9,0.477019264959276
17533,6,9,0.5760396066943955
17537,1,9,0.5510873383817797
17541,4,9,0.7014257806142725
17545,1,9,0.575669042060502
17546,1,9,0.4517879690255745
17550,0,0,0.4321186182832043
17554,10,5,0.5698327270265936
17557,1,9,0.6022609410060011
17560,5,9,0.4757184272311806
17564,13,0,0.4550212487558345
17568,6,9,0.5470743858813727
17572,13,9,0.4000935533759695
17575,1,9,0.4889173460156836
17578,6,9,0.4152984953687175
17581,4,9,0.5629592261361905
17584,11,2,0.615539287298827
17588,11,2,0.6135852625681244
17591,11,1,0.3486693099605145
17594,5,0,0.4875926039665311
17598,1,7,0.4478492954908198
17599,5,7,0.5964281147191693
17603,0,0,0.5252444611700539
17606,6,8,0.5631040073752074
17610,11,1,0.5336759443300131
17614,11,1,0.5270902741751715
17617,0,0,0.6503313072691043
17621,1,9,0.4875338741944068
17625,6,0,0.3765630703409245
17629,11,1,0.6365775655837308
17633,6,0,0.5549238882872294
17636,4,8,0.4837583299560696
17639,4,9,0.5971430918634102
17642,5,8,0.4174250404938922
17646,5,0,0.3330261622900903
17650,4,8,0.5159227437805276
17654,5,0,0.5830605979897083
17658,5,8,0.6722633124429881
17662,5,0,0.4245197299386061
17665,1,5,0.4938070638501308
17669,4,5,0.5595862431966342
17672,0,0,0.5184662744218789
17674,10,8,0.4285570340698006
17678,5,8,0.5599076955689555
17682,4,8,0.5651178871172302
17685,0,0,0.3407193930003556
17689,3,9,0.4636887453923512
17692,5,0,0.602587334125459
17696,10,2,0.4709662905444607
17700,10,8,0.4293501838014811
17703,13,0,0.5306994785588799
17706,5,0,0.4474126774602366
17710,4,8,0.5359483230498647
17714,1,9,0.4854397720448866
17718,12,9,0.5736818775642463
17721,1,9,0.4531395261796552
17724,7,8,0.5181120283224757
17728,12,8,0.3997573073727004
17731,1,9,0.5188897679293438
17736,1,9,0.4872114572004322
17740,12,0,0.4158105561439366
17743,12,9,0.3818412903764924
17746,1,7,0.4846353324612377
17749,12,8,0.6128294867861059
17752,13,0,0.5132070915000133
17756,1,9,0.3327054950935702
17759,1,9,0.4612925967995205
17763,1,8,0.4633765173165557
17765,11,8,0.4187533399277531
17768,14,0,0.5406044582865068
17771,12,6,0.6115238761075571
17775,1,8,0.4445664449617254
17778,1,9,0.3871749528607193
17781,1,7,0.4546337448050348
17785,13,0,0.5835942275331597
17789,7,9,0.5242885371590587
17793,2,0,0.5822726950250408
17797,11,2,0.5526221398589581
17800,7,5,0.5502807504555075
17804,11,9,0.5214226714455439
17807,11,1,0.5453517898010716
17811,7,9,0.5942876417890438
17814,2,0,0.384607948777802
17818,2,0,0.416953622806888
17820,1,9,0.5229729590462919
17823,2,0,0.5188679749987188
17826,11,2,0.4855692378990571
17830,13,0,0.5677528041218362
17834,1,9,0.4842000998288057
17838,11,5,0.5498894749539452
17839,13,0,0.7429138639686296
17842,1,9,0.6318274695146638
17846,5,0,0.443796541261842
17850,2,0,0.5444099732446026
17854,13,9,0.6269381115526732
17857,1,7,0.536003762308583
17861,5,0,0.4225893063692046
17863,5,0,0.4675620995426069
17867,4,9,0.5371624097814542
17871,1,8,0.5404168319454571
17875,11,2,0.6583988626003312
17879,11,2,0.6018878120140735
17883,6,9,0.6322508422565205
17886,5,0,0.4647373865158832
17890,13,0,0.5089668633931657
17893,11,2,0.5631775170900518
17897,13,0,0.6492441930589479
17900,6,9,0.4549369707488672
17904,10,9,0.4962570195090157
17912,7,9,0.5925417975300667
17916,6,9,0.5367100566003726
17919,6,9,0.4860436775534258
17923,1,9,0.541645289752775
17926,10,2,0.5112613525233256
17929,7,9,0.5418221739493763
17930,10,1,0.446285755955051
17933,6,9,0.5376480649649567
17937,1,8,0.442941452332349
17940,11,2,0.4999181338054684
17944,13,0,0.4202981348345366
17947,10,6,0.5854951333055034
17948,1,9,0.5240800804304585
17952,10,9,0.4530744122276334
17955,6,9,0.3101779737804574
17958,7,9,0.595459295727078
17962,13,0,0.5394533845810805
17966,7,8,0.4803210838291989
17970,10,8,0.5489879810265013
17974,7,9,0.5942566484321785
17977,10,1,0.579828481163605
17981,1,0,0.4399006576596143
17985,13,9,0.5481029360945262
17988,6,9,0.5350785410459548
17992,10,9,0.540276251894867
17995,1,0,0.3976295533982523
17998,13,0,0.3368816785373776
18001,5,8,0.4705184524015424
18004,6,8,0.4787169074572908
18007,11,1,0.6478990770130363
18010,13,0,0.4790218438695485
18014,13,0,0.6393976009999172
18017,13,0,0.6256394505320374
18020,6,0,0.4708673550983491
18024,1,8,0.327814045597857
18027,1,9,0.4706648470490182
18031,10,5,0.6898693763501189
18034,1,8,0.4889775868898219
18037,6,0,0.4039887433132519
18040,1,9,0.7171851918202392
18043,6,9,0.4295071807778566
18047,1,9,0.4579317341338965
18051,4,8,0.5663968898991856
18055,3,7,0.502234328112541
18059,13,8,0.599241350728136
18062,13,8,0.4770133733579664
18065,7,4,0.5160883030345884
18068,4,9,0.5762697194151808
18071,13,8,0.6118573564908496
18074,13,8,0.5126229850935475
18077,13,0,0.4023792565722331
18080,13,0,0.5324112599725238
18084,6,8,0.4843749978270967
18087,1,7,0.5632378934968812
18088,3,7,0.4246375077165685
18091,3,9,0.5030373944611009
18094,4,9,0.6157251025716651
18098,7,9,0.4391107815111774
18102,1,7,0.6222595496331883
18106,1,7,0.5843474095954956
18108,7,7,0.538268298842013
18111,3,0,0.3757189084882293
18115,4,9,0.6034010588249078
18119,7,9,0.4907998202106807
18125,1,9,0.5839747425012062
18127,5,7,0.4305922893869491
18131,10,4,0.5808813563371183
18135,5,0,0.4006481521613258
18139,4,9,0.4505633121760019
18143,7,8,0.5351105075110695
18146,1,5,0.5599209526863957
18150,1,8,0.3683254751217597
18153,2,9,0.410767678664748
18157,13,0,0.322190570029958
18161,10,4,0.6305108043217047
18164,13,8,0.4827218577909098
18167,1,5,0.5203502992716957
18168,7,2,0.4742640370913618
18172,6,8,0.50748545745699
18176,10,2,0.5904118402068049
18180,2,0,0.5201321181937751
18183,6,8,0.5198817778418261
18187,10,9,0.5777623265528452
18191,6,0,0.5834306428196258
18194,10,1,0.3126562295900644
18197,6,8,0.5019179176084831
18201,13,5,0.5409192738222997
